číslo VTA;kraj;okres;obec;část obce;ulice;upřesnění umístění
516437034;Jihomoravský;Blansko;Malá Lhota;Malá Lhota;;U ZVONICE
516477399;Jihomoravský;Blansko;Malá Roudka;Skočova Lhota;;Náves
516475898;Jihomoravský;Blansko;Míchov;Míchov;;Bus
516437035;Jihomoravský;Blansko;Milonice;Milonice;;Na návsi
516468312;Jihomoravský;Blansko;Němčice;Němčice;;u pošty
516475799;Jihomoravský;Blansko;Nýrov;Nýrov;;u OÚ
516469299;Jihomoravský;Blansko;Obora;Obora;;na stěně zastávky BUS
516467299;Jihomoravský;Blansko;Okrouhlá;Okrouhlá;;u potravin
516463440;Jihomoravský;Blansko;Olešnice;Olešnice;náměstí Míru;u hotelu
516417392;Jihomoravský;Blansko;Olomučany;Olomučany;;u OÚ
516444391;Jihomoravský;Blansko;Ostrov u Macochy;Ostrov u Macochy;;U pošty
516475897;Jihomoravský;Blansko;Pamětice;Pamětice;;u potravin
516462919;Jihomoravský;Blansko;Petrov;Petrov;;u OÚ
516435491;Jihomoravský;Blansko;Petrovice;Petrovice;;směr náves - na levo
516470797;Jihomoravský;Blansko;Prostřední Poříčí;Prostřední Poříčí;;Bus
516433999;Jihomoravský;Blansko;Ráječko;Ráječko;nám. 1. máje;u obecního úřadu
516475949;Jihomoravský;Blansko;Roubanina;Roubanina;;Náves
516462712;Jihomoravský;Blansko;Rozseč nad Kunštátem;Rozseč nad Kunštátem;;na OU
516463393;Jihomoravský;Blansko;Rozsíčka;Rozsíčka;;u OÚ
516442200;Jihomoravský;Blansko;Rudice;Rudice;Dědinská;autobusová točna
516462899;Jihomoravský;Blansko;Sebranice;Sebranice;;Náves
516442228;Jihomoravský;Blansko;Senetářov;Senetářov;;u stolařství Romaneta
516469398;Jihomoravský;Blansko;Skalice nad Svitavou;Skalice nad Svitavou;;čekárna
516475399;Jihomoravský;Blansko;Skrchov;Skrchov;;místní název Borová
516435428;Jihomoravský;Blansko;Sloup;Sloup;;náměstí
516432490;Jihomoravský;Blansko;Spešov;Spešov;; u OÚ
516474399;Jihomoravský;Blansko;Stvolová;Stvolová;;Náves
516465266;Jihomoravský;Blansko;Sudice;Sudice;;u potravin
516468204;Jihomoravský;Blansko;Suchý;Suchý;;u OÚ
516465399;Jihomoravský;Blansko;Světlá;Světlá;;Bus
516431570;Jihomoravský;Blansko;Svinošice;Svinošice;;u hotelu- Neklan,náves- za kapličkou
516471248;Jihomoravský;Blansko;Svitávka;Svitávka;Hybešova;u   Supermarketu  
516465420;Jihomoravský;Blansko;Šebetov;Šebetov;;Bus
516431590;Jihomoravský;Blansko;Šebrov-Kateřina;Svatá Kateřina;;u prodejny
516435590;Jihomoravský;Blansko;Šošůvka;Šošůvka;;náves
516460010;Jihomoravský;Blansko;Tasovice;Tasovice;;na zdi Obecního úřadu
516477200;Jihomoravský;Blansko;Uhřice;Uhřice;;Náves
516453629;Jihomoravský;Blansko;Újezd u Boskovic;Újezd u Boskovic;;Náves
516437036;Jihomoravský;Blansko;Újezd u Černé Hory;Újezd u Černé Hory;;u zastávky ČSAD
516477122;Jihomoravský;Blansko;Úsobrno;Úsobrno;;u OÚ
516453855;Jihomoravský;Blansko;Valchov;Valchov;;u potravin
516465432;Jihomoravský;Blansko;Vanovice;Vanovice;;u potravin
516435698;Jihomoravský;Blansko;Vavřinec;Vavřinec;;u OÚ
516417398;Jihomoravský;Blansko;Vavřinec;Vavřinec;;Punkevní jeskyně - vestibul
516465398;Jihomoravský;Blansko;Vážany;Vážany;;u OÚ
516442693;Jihomoravský;Blansko;Vilémovice;Vilémovice;;Náves
516475899;Jihomoravský;Blansko;Vísky;Vísky;;u potravin
516472689;Jihomoravský;Blansko;Voděrady;Voděrady;;u prodejny Jednota
516435696;Jihomoravský;Blansko;Vysočany;Molenburk;;u ZŠ
516437037;Jihomoravský;Blansko;Závist;Závist;;u OÚ náves
516462044;Jihomoravský;Blansko;Zbraslavec;Zbraslavec;;u prodejny
516435739;Jihomoravský;Blansko;Žďár;Žďár;;u OÚ náves
516468528;Jihomoravský;Blansko;Žďárná;Žďárná;;u OÚ
516437038;Jihomoravský;Blansko;Žernovník;Žernovník;;u OÚ
516410418;Jihomoravský;Blansko;Žerůtky;Žerůtky;;budova obecního úřadu, zeď
545237111;Jihomoravský;Brno-venkov;Babice nad Svitavou;Babice nad Svitavou;;u obchodu
546431999;Jihomoravský;Brno-venkov;Babice u Rosic;Babice u Rosic;Náves;u kapličky
546423299;Jihomoravský;Brno-venkov;Biskoupky;Biskoupky;;na budově Kulturního domu vedle OÚ
544243002;Jihomoravský;Brno-venkov;Blažovice;Blažovice;;u PÚ
549418718;Jihomoravský;Brno-venkov;Borač;Borač;;zastávka ČSAD
566536097;Jihomoravský;Brno-venkov;Borovník;Borovník;;Na zdi obecního úřadu
549430005;Jihomoravský;Brno-venkov;Braníškov;Braníškov;;u OÚ
515336395;Jihomoravský;Brno-venkov;Branišovice;Branišovice;;naproti prodejny Jednoty
547233228;Jihomoravský;Brno-venkov;Bratčice;Bratčice;;u OÚ
516460699;Jihomoravský;Brno-venkov;Brumov;Brumov;;náves
516439493;Jihomoravský;Brno-venkov;Březina (dříve okres Blansko);Březina;;u OÚ
549410578;Jihomoravský;Brno-venkov;Březina (dříve okres Tišnov);Březina (dříve okres Tišnov);;náves
519424601;Jihomoravský;Brno-venkov;Cvrčovice;Cvrčovice;;před OÚ
549424491;Jihomoravský;Brno-venkov;Čebín;Čebín;;náves
566566539;Jihomoravský;Brno-venkov;Černvír;Černvír;;před Kulturním domem
541232410;Jihomoravský;Brno-venkov;Česká;Česká;;u OÚ
546435833;Jihomoravský;Brno-venkov;Čučice;Čučice;;u OÚ
549430120;Jihomoravský;Brno-venkov;Deblín;Deblín;;u OÚ
549440198;Jihomoravský;Brno-venkov;Dolní Loučky;Dolní Loučky;;u obchodu
546441137;Jihomoravský;Brno-venkov;Domašov;Domašov;;u OÚ
566566733;Jihomoravský;Brno-venkov;Doubravník;Doubravník;;u pošty
566566627;Jihomoravský;Brno-venkov;Drahonín;Drahonín;;u zastávky
549424490;Jihomoravský;Brno-venkov;Drásov;Drásov;;náves, u kostela ( na růžku )
547225741;Jihomoravský;Brno-venkov;Hajany;Hajany;;u OÚ
549410577;Jihomoravský;Brno-venkov;Heroltice;Heroltice;;náves - točna autobusů
546421780;Jihomoravský;Brno-venkov;Hlína;Hlína;;u samoobsluhy
